,username,text,date
618,kbi.aceh,"UU ITE adalah UU berisi pasal sekaret-karetnya yang dapat menjerat siapa saja tanpa pandang bulu. Paguyuban Korban UU ITE mencata ada lebih 2000 kaus terkait. Menafsir bagaimana penistaan, pencemaran, perbuatan tidak menyenangkan, penodaan hingga penyalahgunaan yang sangat subjektif.Bagi tim kampanye hal demikian menjadi momok juga. Sore kemarin kami bersama sama mendengar perihal UU ITE dari bg Aulianda Wafisa. penting untuk kita dengar dan ketahui sehingga dalam berkampanye kita bisa berhati hati.#jurubicarapancasila#UUITE@kohatibadkohmiaceh@kontrasAceh70w",2019-11-22T09:27:06.000Z
619,nanocoatingbandung,"Audi A4 With Premium 2 Layer Nano Ceramic Coating,, Best Quality,, Beyond ExpectationMade in Europe Nano Ceramic (not license)#masihragu #bukancumaglowing #bukankalengkaleng #bestquality #premiumnanoceramic #ecoracing #premiumcare #mobilpremiumbandung #nanocoatingbandung #nanoceramiccoatingbandung #coatingmobilbandung #coatingbandung #nanoceramic #bandung #audia4 #audishowroom #multilayercoating #9hceramiccoating #salesmobilbandung #bmwbandung #audiBandung #mercybandung #toyotabandung #hondabandung #suzukiuntukbandung #janganmaincomotvideoorang #uuite #ancamandenda71w",2019-11-12T19:25:05.000Z
620,menuruthukum,Tahukah kamu bahwa berkomentar negatif terhadap fisik seseorang merupakan hal yang dapat dikenakan sanksi pidana?agar kita dapat berlaku lebih bijak dan berhati-hati lagi mari lihat penjelasannya pada menuruthukum.commenuruthukum.com/2019/11/12/sanksi-pidana-bagi-pelaku-body-shaming/#menuruthukum #bodyshaming #pidana #kasuspidana #uuite #hukum #hukumpidana71w,2019-11-12T12:21:43.000Z
621,ristiyuni21,"Love me or Hate me itt just fine cz your not pay my bills 😁😅..Terkadang kebahagian kita terusik oleh sikap orang lain pembicaraan orang lain sampai kita hilang fokus dengan orang yg tulus mencintai kita, padahal mereka bukan yg ngasih makan kita cuma paling sanggup ngasih comment utk jadi Haters, kita dihina dan di bully apalagi di postingkan di media sosial itu hanya mencerminkan sikap dia sekarang mungkin kita ikut2an tersenyum padahal mungkin next nya tidak kemungkinan terjadinya kediri kita karena sikap itu cerminan karakter yg sudah menjadi habit dan akan sulit dirubah wallahualam bishoaf ..Satu hal yg harus kita ingat cara mencintai dan membenci itu ada ilmu dan etika semua cukup sewajarnya 🍭🍒🍭 gunakan media sosial lebih bijak karena ada juga aturannya..#santuy#uuITE#MICHedu#menchester#selfreminder#MichTravel71w",2019-11-12T01:43:24.000Z
622,_imey,Yang minat yuuk bagus ni materi nya #hukumindonesia #uuite#cybercrime72w,2019-11-11T11:59:37.000Z
623,radiopatria,"#ProgramPatria ► Kasus #penipuan online masih marak terjadi, lalu pelanggar #UUITE & penyebaran konten #pornografi kadang masih kita jumpai.Bagaimana polisi menangani kasus2 tersebut & bagaimana pencegahannya?SEKARANG hingga jam 10 siang nanti, Kanit Pidsus Satreskrim #PolresBlitarKota IPDA Puspa & Anggota Bripka Defri Aji hadir dalam talkshow #HaloPolisi bersama @dhanyjulian siap menjawab pertanyaan2 Anda.Anda bisa bergabung dengan berkomentar di postingan ini untuk bertanya. Lalu dengarkan jawaban & siarannya melalui streaming di www.radiopatria.net atau via aplikasi radio streaming di smartphone Anda. [dni]72w",2019-11-11T02:34:53.000Z
624,lokernas,SELEKSI CPNS KEMENTERIAN KOMUNIKASI DAN INFORMATIKA TAHUN ANGGARAN 2019Download pengumuman lengkapnya di lokernas.comAtau web K/L yang bersangkutanTambahan info : Kemenkeu kemungkinan akan diumumkan tgl 13 November. ...#cpns2019 #cpns #kominfo #it #informatika #uuite #blokir #internetpositif #informatika #ilmukomputer #anakIT #pns #abdinegara72w,2019-11-10T23:00:02.000Z
625,dyan_nathaliawidyana,"•Betul kata mbakYunet.....Sampe sekarang masih gak ngerti kenapa Tuhan menciptakanku dengan rasa ""GAK ENAKAN""..Makanya sering digampangin dan dimanfaatin orang lain..(sebenernya sadar juga lho ya aku ini..😀)Coba seandainya aku diciptakan dengan rasa ""ENAKIN AJA"" (alias jebrat jebret) mungkin gak kan ada rasa kecewa dalam hubungan dengan sesama....Ternyata..semua itu sudah jodoh2an..sudah hukum alam..Baik bertemu baik..buruk bertemu buruk..Klw sekiranya kita bersebrangan jalan..dan kita malah pergi dengan sesuatu yang makin memperparah kondisi kita..makin menjadi2 tabiat asli kita..berarti kita datang di tempat yang salah..Mari saling instropeksi diri kita masing2..sebelum dan sesudahnya kita itu seperti apa..Hempaskanlah..buang jauh2 segala sesuatu yang memperburuk diri kita..Jangan selalu menyalahkan orang lain atas kondisi hati kita....Berteman boleh aja sebanyak mungkin..Semua teman pasti baik tapi ada yang paling terbaik salah satu diantara semua..Jadi pilihlah yang benar2 ""TEMAN"" (pake tanda kutip yah) utk dijadikan sandaran hati dan drama curhat..(pokoke urusan jeroanlah)Selebihnya untuk berhubungan antar sesama didalam Tuhan demi kelangsungan hidup bermasyarakat..(hmm..)Karena intinya semua manusia itu diciptakan baik..hanya karena salah tempat dan waktu dalam kehidupan saja....Pinjam istilah kakNovie @flamboyani seperti angka 11 12 alias beda-beda tipis..Dalam hubungan dengan sesama kita akan terlihat serupa dengan yang ada di sekitar kita..Jadi pilihlah yang berkualitas karena itu akan terbawa dalam kehidupan kita sehari-hari....#nyontek#katabijak#motivasi#perenungandirisendiri#bersyukur#dijauhkansedinimungkin#saringbaikbaik#jangantelanbulatbulat#belajarjadibaik#instrospeksi#janganmaudipancing#jadikanpelajaran#bijakbersosmed#pakaiilmumu#uuite#tuhansayangdiriku#nikmattuhanmanayangkaudustakan72w",2019-11-08T23:26:16.000Z
626,wilikeit_ifc,#Repost @jufrifakhrizal_gayo#Repost @60detikinfopolitik• • • • •#AniesBaswedan #joker #meme #adearmando #viral #UUITE #trending #Anies #Jakarta #fahiraidris #DPD #videoviral72w,2019-11-08T11:37:15.000Z
627,vivanewscom,"Terdakwa pencemaran nama baik dan penghinaan dalam vlog berujar 'idiot', Ahmad Dhani Prasetyo, bisa sedikit bernapas lega. Pengadilan Tinggi Surabaya mengkorting vonis hukumannya menjadi tiga bulan penjara dengan masa percobaan selama enam bulan.⠀⠀Diputus pada Rabu, 6 November 2019, majelis hakim PT sepakat dengan Pengadilan Negeri Surabaya bahwa terdakwa Dhani terbukti secara sah dan meyakinkan melakukan tindak pidana pencemaran nama baik dan penghinaan melalui perangkat elektronik yang bisa diakses khalayak. Namun, PT tidak sependapat dengan PN soal hukumannya. ⠀⠀Di pengadilan tingkat pertama, Dhani divonis hukuman penjara selama satu tahun. PT menjatuhkan hukuman berbeda dan jauh lebih ringan, yakni tiga bulan penjara dengan masa percobaan selama enam bulan. Artinya, suami dari Mulan Jameela itu tidak perlu menjalani tiga bulan hukuman.⠀⠀""Pidana tersebut tidak perlu dijalani kecuali jika di kemudian hari ada putusan hakim yang menentukan lain disebabkan karena terdakwa melakukan suatu tindak pidana sebelum masa percobaan selama 6 (enam) bulan berakhir,"" demikin bunyi amar putusan tertulis dalam SIPP.#VIVAnews #indepthtrusted #ahmaddhani #surabaya #uuite #pengadilan72w",2019-11-08T03:14:21.000Z
628,t3ddi3.hoyt,"@mercurekuta @kemenkominfo #SobatKom Sosialisasi Regulasi Bidang Komunikasi & Informasi "" Regulasi Adaktif Untuk Mewujudkan Pelayanan Publik yang Efektif "" #uuITE #UUite2019 ( * Kewajiban & Tanggung Jawab #PSE ) #PerlindunganDataPribadi #TandaTanganElektronik since 2008 #BSSN ( #Pasal40 #UUPornografi ) #Pasal27Ayat3 #PasalKaret * Delik Aduan #Pasal310 311 #VPN72w",2019-11-08T02:50:40.000Z
629,rusdintompo,"MURKA APIkarya: rusdin tompomurka apa, murka apiapi apa, api kata-katakau sembur kata-kata menyerumemburuku bagai peluruderap degupmu kudengar seperti hendak meleburkubiar kuremuk abubiar jadi debumudah disapuamarah apa, amarah apiapi apa, api kata-katakau sekam mudah menyalabara yang tak jua padampanasmu terjaga hingga ubun-ubun suhububungan langit bahkan hendak kau rengkuhbiar runtuh membenamkuhilang dalam bisudalam hitung sekali detak waktuaku kawan, berubah berlawanpada sesiapa aku berseterupada sesiapa kita seguru seibujalan memang tak harus seiringtapi hidup tidak harus bersilang tandingbilapun kita tak bisa bersandingtak berarti aku harus disikat hingga berkeping-kepingmurka apa, murka apiamarah apa, amarah apiaku kawan, berubah kepalankawan berkawan tak sendiri berlawanlewat aksi kamisan kami kirim pesankepada negara agar tak menjadi hukum besikepada nurani yang semoga belum matikepada diri yang kini mewujud belati.Gowa, 6 November 2019 .#aksikamisan #uuite #hukum #keadilan #kebebasan #freedom #solidaritas #solidarity .https://www.change.org/p/divhumas-polri-tolong-sampaikan-pada-polres-gowa-untuk-bebaskan-bu-ramsiah-dari-jeratan-uuite-savedosenramsiah-dikitdikituuite?recruiter=811481680&utm_source=share_petition&utm_medium=copylink&utm_campaign=share_petition&utm_term=petition_show72w",2019-11-06T22:04:26.000Z
630,partaiperindo,"Jaga baik-baik data pribadi kamu ya Sob, supaya nggak jadi korban doxing.Btw, apa sih doxing? Gimana menghindarinya? 🤔#PartaiPerindo #Perindo #PerindoisMe #PerindoinAja #Perindo9ueBanget #TipsPerindo #Doxing #WaspadaDoxing #PencurianData #HindariDoxing #CyberCrime #CyberCrimes #UUITE72w",2019-11-05T11:36:47.000Z
631,infogianyar_,"Lima akun media sosial dilaporkan ke polisi terkait penyebaran hoax penusukan Wiranto. Di antaranya ada Jerinx 'SID' dan novelis Hanum Rais.Secara lengkap mereka akun Facebook atas nama Jonru Ginting dan Gilang Kazuya dan Shimura serta akun Twitter @hanumrais milik Hanum Salsabiela Rais, @JRX_SID I Gede Ari Astina atau Jerinx dan @fullmoonfolks Bhagavad Samabhada.Adalah warga bernama Jalaludin melaporkan sejumlah akun Twitter dan akun Facebook ke Polda Metro Jaya.Habib Muannas Alaidid selaku Ketua Cyber Indonesia mengungkapkan pelaporan tersebut. Muannas ikut mendampingi Jalaludin saat membuat laporan di Polda Metro Jaya. ""Betul. Yang dilaporkan itu lima terdiri dari 3 akun Twitter dan 2 akun Facebook,"" terang Muannas kepada detikcom, Jumat (11/10). ""Akun-akun tersebut diduga menyebarkan ujaran kebencian dan berita bohong terkait peristiwa penusukan terhadap Menko Polhukam Bapak Wiranto di Pandeglang,"" tambah Muannas.Sementara relawan Jam'iyyah Jokowi-Ma'ruf mendatangi Bareskrim Polri untuk melaporkan putri Amien Rais, Hanum Rais. Mereka membuat laporan terkait cuitan Hanum yang menyebut penyerangan terhadap Menko Polhukam Wiranto merupakan rekayasa. ""Alasannya memberi jera Mbak Hanum karena dia lagi-lagi memberikan statement yang tidak bisa dipertanggungjawabkan kebenarannya, ini adalah berita bohong, fitnah,"" kata Koordinator Relawan Jam'iyyah Jokowi-Ma'ruf, Rody Asyadi, saat ditemui di Bareskrim Polri, Jl Trunojoyo, Kebayoran Baru, Jakarta Selatan.sumber https://hot.detik.com/celeb/d-4742700/lihat-lagi-kicauan-jerinx--hanum-soal-wiranto-yang-berujung-laporan-polisiVia @dewata.terkini#infogianyar #penyerangan #berujung #laporan #polisi #UUITE76w",2019-10-11T12:39:04.000Z
632,inilah_com,"INILAHCOM, Jakarta - Putri politikus PAN, Amien Rais, Hanum Rais dilaporkan oleh relawan Jokowi-Ma'ruf Amin ke Bareskrim Polri. Hanum Rais dilaporkan karena menyebut penusukan Menkopolhukam Wiranto adalah rekayasa..Koordinator Relawan Jam'iyyah Jokowi-Ma'ruf, Rody Asyadi, mengatakan pernyataan Hanum yang menyebut penusukan Wiranto adalah rekayasa dinilai hanya ingin mencari perhatian semata..""Mbak Hanum lagi memberi statement tentang kejadian penyerangan Menko Polhukam Wiranto dan Kapolsek Menes di Pandeglang itu adalah rekayasa. itu hanya caper, tujuannya untuk penggelontoran pengucuran dana legalisasi dan sebagainya,"" kata Rody di Bareskrim Polri, Jumat (11/10/2019)..Rody mengatakan alasannya melaporkan Hanum ke polisi lantara untuk memberikan efek jera. Selain itu, pernyataan Hanum itu dinilai sangat membahayakan..""Alasannya memberi jera Mbak Hanum karena dia lagi-lagi memberikan statement yang tidak bisa dipertanggungjawabkan kebenarannya, ini adalah berita bohong, fitnah,"" ucapnya..Hanum, lewat akun Twitter-nya, sempat menyampaikan cuitan tersebut 'kehapus'. Hanum mengatakan dirinya hanya menyampaikan saat ini masyarakat sulit memahami dan mempercayai suatu peristiwa. Menurutnya, kondisi tersebut mengkhawatirkan..""Kita membawa bukti salah satunya adalah hasil tweet Mbak Hanum. Ini adalah hasil bukti tweet Mbak Hanum Rais,"" tuturnya..Pasal yang akan disangkakan kepada Hanum ialah Pasal 28 ayat 2 dan Pasal 45 huruf a ayat 2 UU 19 Tahun 2016 tentang perubahan atas UU No 11 Tahun 2008 tentang Informasi dan Transaksi Elektronik (ITE)..Wiranto ditusuk oleh terduga teroris JAD Bekasi SA alias Abu Rara usai menghadiri acara di Pandeglang, Banten pada Kamis (10/10/2019). Wiranto menderita dua luka tusukan di bagian depan tubuhnya..Selain Wiranto, Kapolsek Menes Kompol Daryanto ikut terluka. Dia diserang oleh FA, istri penusuk Wiranto. Fitria berpura-pura bersalaman, lalu melakukan penyerangan...#inilahcom #hanumrais #wiranto#uuite #terpopuler #news76w",2019-10-11T12:25:12.000Z
633,pojok_jabar,"Sebuah postingan di media sosial Facebook kini menjadi sorotan tajam kalangan warganet di wilayah Karawang, Jumat (11/10/2019). Pasalnya, postingan akun dengan nama Tari diduga memposting tulisan berisi ujaran kebencian, dan mengundang geram warganet.https://jabar.pojoksatu.id/berita-menarik/2019/10/11/sebut-tetangga-teroris-warganet-karawang-incar-terduga-pelaku-ujaran-kebencian/amp/Selengkapnya: 👉Pojokjabar.com ==============================⤴Follow💟Like 💬Comment 👥Tag 🔄Repost===========================>> @pojok_jabar>> @pojok_jabar>> @pojok_jabar===========================📷: Istimewa#karawang #infokarawang #pojokjabar #pojoksatu #karawanghits #dugaanujarankebencian #uuite #karawangpisan #pemkankarawang #karawanghits76w",2019-10-11T03:57:58.000Z
634,vivanewscom,"Masih ingat kasus anak dan menantu yang menggugat ibu kandungnya, Siti Rukiyah, sebesar Rp1,8 miliar di Garut, Jawa Barat?⠀⠀Meski telah kalah dalam sidang gugatan. Si anak, Yani Suryani dan suaminya, Handoyo Adianto, kembali memperkarakan sang ibu yang biasa dipanggil Amih.⠀⠀Ibu berusia 85 tahun itu dijerat pasal UU Informasi dan Transaksi Elektronik. Gugatan juga ditujukan kepada lima anaknya yang lain, Asep Rohendi, Yeyet Sumiati, Leni Nurlaeni, Asep Mulyana dan Eep Rusdiana juga ikut dilaporkan ke Polres Metro Jakarta Timur. Amih dan kelima anaknya disangkakan melanggar Pasal 27 ayat (3) junto Pasal 45 ayat (3) UU RI No.19 Tahun 2016-UU RI no 11 tahun 2008 tentang ITE junto Pasal 310 KUHP. Pasal ini terkait pencemaran nama baik.⠀⠀Gugatan ini bermula pada tahun 1998 lalu, sang ibu bersama kakaknya, Asep, meminjam uang kepada Yani untuk membuka usaha dodol Garut. Karena tak punya uang, Yani akhirnya meminjam uang ke salah satu bank swasta senilai Rp1,2 Miliar dengan perjanjian surat rumah di Cileduk, Garut, sebagai jaminannya. Rupanya usaha yang digagas Amih dan Asep bangkrut di tengah jalan. ⠀⠀Yang menjadi masalah, Yani dapat undangan dari pihak keluarga untuk rapat pembagian warisan harta milik Siti Rokayah. Padahal, surat-surat rumah itu sudah menjadi jaminan Yani untuk meminjam uang ke bank. Karena kecewa akhirnya Yani dan suaminya melayangkan gugatan. Ia menilai rumah itu secara de facto dan de jure tidak bisa dibagikan sebagai warisan karena sang ibu belum meninggal dunia. Namun gugatan tersebut kandas di Pengadilan Negeri Garut.⠀⠀Follow Juga : ⠀@vivacoid | @100kpjcom | @intipseleb | @vlixid | @jagodangdutcom⠀#vivanews #indepthtrusted #viral #garut #uuite76w",2019-10-10T06:00:32.000Z
635,intranspublishing,"Buku ini bisa memandu kamu untuk menghindari kejahatan siber. Selain merujuk pada literatur ditambah dengan putusan-putusan peradilan yang relevan dan analisis hukum.Mahasiswa pidana yang sedang pusing cari referensi buat skripsi, masuk..Harga: Rp. 79.000.#intranspublishing #penerbitintrans #bukuintrans76w",2019-10-09T08:18:56.000Z
636,vivanewscom,"Menteri Komunikasi dan Informatika, Rudiantara mengaku agak bingung dengan polemik buzzer di media sosial. Selain tidak diatur dalam regulasi, menteri yang akrab disapa Chief RA ini menganggap buzzer tak ubahnya dengan influencer atau endorser. Sehingga tidak perlu dilarang.⠀⠀Chief RA mengajak semua pihah agar sama-sama bersuara di media sosial untuk kepentingan bangsa dan negara. Ia bahkan mengajak para buzzer, sekali-kali kompak untuk isu yang sama dengan pemerintah mengatasi kesulitan rakyat. ⠀⠀""Kenapa enggak kompak jadi buzzer pemerintah untuk Karhutla, buzzer untuk isu Papua. Jadi buzzer untuk isu dalam negeri, masa kita mau kompetisi di luar tapi ribut buzzer di dalam negeri,"" ujarnya.⠀⠀Rudiantara mengatakan media sosial hari ini mengarah pada era dark medsos, sulit mendeteksi penggunanya. Pemerintah, lanjut Rudi, tidak ingin berpolemik soal buzzer sepanjang tidak melakukan pelanggaran UU ITE.⠀⠀Follow Juga : ⠀@vivacoid | @100kpjcom | @intipseleb | @vlixid | @jagodangdutcom⠀#vivanews #indepthtrusted #uuite #menkominfo #rudiantara #buzzer76w",2019-10-09T07:00:13.000Z
637,arifedisonlawyer.id,"Sebelumnya telah dibahas bagaimana E-wallet atau yang kita ketahui sebagai uang elektronik sudah menjadi bagian besar dari gaya hidup masyarakat. Hal ini disebabkan karena banyaknya promo-promo yang diberikan oleh perusahaan E-commerce kepada customer-customer karena adanya kerja sama dengan banyak sekali merchant-merchant yang terdiri dari food & beverage, transportasi, entertainment dan sebagainya.Namun pada kenyataannya, terjadi banyak sekali peretasan saldo E-wallet yang menyebabkan kerugian material yang cukup besar bagi sebagian orang. Lalu bagaimana pihak perusahaan yang menyediakan layanan E-wallet ini bertanggung jawab atas peretasan saldo customer?Berdasarkan Undang-Undang Nomor 8 Tahun 1999 Pasal 19 ayat (1) tentang perlindungan konsumen, perusahaan wajib memberikan ganti rugi atas kerusakan, pencemaran, dan/atau kerugian konsumen, terutama kerugian material yang telah dialami oleh customer. Jika perusahaan tidak mengindahkan kepentingan customer, maka perusahaan yang berkaitan dapat dikenakan sanksi penjara paling lama 5 (lima) tahun atau pidana denda paling banyak Rp 2.000.000.000,00 (dua miliar rupiah)..@kadin.indonesia.official@ideassociation@asosiasipengusaharitel@hipmijaya18@fullgospelbusinessmenUntuk informasi lebih jelas dapat menghubungi kami di :W.A :  081284643316website : www.arifedisonlawyer.idemail : info@arifedisonlawyer.id#konsultasihukum #lawyer #pengusaha #pengusahamuda #pengusahaonline #pengusahamuslim #pengusahasukses #pengusahaindonesia #pengusahamudaindonesia #franchise #waralaba #franchisor #bisnis #entrepreneur #generasimilenial #ukm #indonesia #bisnis #elektronik #peretasan #hacker #ecommerce #startup #perusahaan #cybercrime #uuITE #hacker #cybercrime #ewallet #gopay #saldo83w",2019-08-26T08:01:46.000Z
638,palpres,"PALEMBANG, PE – Video memuat adegan mesum yang diduga dilakoni mantan karyawati salah satu bank pelat merah milik pemerintah daerah di Palembang, menjadi viral setelah tersebar di berbagai grup WhatsApp.Selengkapnya baca palpres.comhttps://palpres.com/viral-video-mesum-eks-pegawai-bank-plat-merah/#viral #video #uuite #viral24jam #videomesum83w",2019-08-26T04:00:48.000Z
639,disperindag_provinsi_jambi,"...Sudah tahu cara aman berbelanja produk pangan yang dikemas? Pastikan produknya sudah memiliki label BPOM.Label BPOM sendiri ada macam-macam kodenya Kawaniaga. Kode MD untuk produk dalam negeri, kode ML untuk produk luar negeri, dan P-IRT untuk produk industri rumah tangga.Nah mulai sekarang, pastikan produk panganmu sudah memiliki label dan kode tersebut ya, Kawaniaga!#KonsumenCerdas #KonsumenBerdaya #BelanjaCerdas #KementerianPedagangan #Kemendag #DitjenPKTN #PerlindunganKonsumen #UUITE83w",2019-08-25T14:32:44.000Z
640,ditjenpktn,"Sudah tahu cara aman berbelanja produk pangan yang dikemas? Pastikan produknya sudah memiliki label BPOM..Label BPOM sendiri ada macam-macam kodenya Kawaniaga. Kode MD untuk produk dalam negeri, kode ML untuk produk luar negeri, dan P-IRT untuk produk industri rumah tangga..Nah mulai sekarang, pastikan produk panganmu sudah memiliki label dan kode tersebut ya, Kawaniaga!#KonsumenCerdas #KonsumenBerdaya #BelanjaCerdas #KementerianPedagangan #Kemendag #DitjenPKTN #PerlindunganKonsumen #UUITE83w",2019-08-25T11:19:22.000Z
641,disperindagsumut,"Tanggal 21 Agustus 2019 lalu di Hotel Alana, Solo, Direktur Jenderal Perlindungan Konsumen dan Tertib Niaga, Kementerian Perdagangan, Veri Anggrijono memberikan arahan sekaligus membuka acara Sinkronisasi Unit Teknis Pengujian Mutu di Daerah.Dalam kesempatan ini, Dirjen PKTN menekankan pentingnya dukungan dan komitmen penuh pemerintah daerah dalam pengembangan peran UPTD BPSMB guna mendukung perlindungan konsumen dan pengendalian mutu produk potensial ekspor daerah.Kementerian Perdagangan dalam hal ini Direktorat Jenderal Perlindungan Konsumen dan Tertib Niaga telah secara kontinyu mendorong pengembangan UPTD BPSMB melalui sinergitas penyusunan program kegiatan terkait standardisasi dan pengendalian mutu, kegiatan dana dekonsentrasi, Dana Alokasi Khusus dan program diklat Penguji Mutu Barang.Kegiatan ini dihadiri oleh 80 peserta dari 32 UPTD BPSMB di seluruh Indonesia. Agenda pertemuan diisi dengan diskusi panel dan penyusunan rencana strategis UPTD BPSMB 2019 - 2020.Dalam diskusi panel disampaikan materi oleh narasumber Direktur Standarisasi dan Pengendalian Mutu, Sekretaris Direktorat Jenderal PKTN, Kepala Pusat Pendidikan dan Pelatihan Perdagangan, Kepala Sub Direktorat Akreditasi Laboratorium PengujianMekanika, Energi, Elektroteknika, Konstruksi dan Teknologi Khusus, BSN - KAN serta Kepala UPTD-BPSMB Surakarta.Dari pertemuan ini diharapkan UPTD BPSMB dapat lebih memahami perannya dalam mendukung kebijakan Pemerintah pusat khususnya dalam mewujudkan perlindungan konsumen dan pengendalian mutu produk potensial ekspor.By @ditjenpktn#KonsumenCerdas #BelanjaCerdas #KementerianPedagangan #Kemendag #DitjenPKTN #PerlindunganKonsumen #UUITE83w",2019-08-24T15:33:19.000Z
642,ditjenpktn,"Barang elektronik itu tidak murah, itulah mengapa Manual Kartu Garansi dan Layanan Purna Jual menjadi penting..Triknya? Pastikan ada kantor pusat pelayanan (service center) resmi di daerah tempat kamu tinggal, Kawaniaga. Lebih baik lagi apabila petugasnya bisa melakukan kunjungan ke rumah.#KonsumenCerdas #KonsumenBerdaya #BelanjaCerdas #KementerianPedagangan #Kemendag #DitjenPKTN #PerlindunganKonsumen #UUITE83w",2019-08-24T11:25:17.000Z
643,arifedisonlawyer.id,"Bencana adalah peristiwa yang mengancam kehidupan masyarakat yang disebabkan, baik oleh faktor alam dan/atau faktor nonalam, sehingga mengakibatkan timbulnya korban jiwa, kerusakan lingkungan, kerugian harta benda, dan dampak psikologis. (UU Nomor 24 Tahun 2007 tentang Penanggulangan Bencana)Bencana alam secara hukum merupakan peristiwa yang tergolong “force majeure” atau suatu peristiwa yang berada diluar kuasa manusia. Oleh sebab itu kerugian harta benda termasuk rumah dalam peristiwa bencana alam tidak dapat dimintakan ganti rugi kepada siapapun, termasuk Pemerintah, kecuali apabila harta benda tersebut telah dilindungi oleh asuransi.Pemerintah hanya bertanggung jawab untuk membangun kembali infrastruktur termasuk pemukiman penduduk yang terkena bencana sesuai dengan standar pemukiman yang layak. Tanggung jawab Pemerintah tersebut berdasarkan UUD 1945 yang secara tegas menyatakan bahwa Pemerintah menjamin hak setiap orang untuk bertempat tinggal sebagaimana yang tertera didalam Pasal 28 H ayat (1) UUD 1945.Namun tanggung jawab Pemerintah tidak berlaku bagi rumah atau pemukiman yang didirikan diwilayah yang oleh aturan hukum dinyatakan sebagai kawasan rawan bencana, seperti dipinggir pantai dan dibawah lintasan sambungan listrik tegangan tinggi.Dalam bencana non-alam, seperti rumah yang hancur akibat kebakaran dapat dimintakan ganti rugi kepada Pemerintah sepanjang peristiwa kebakaran tersebut disebabkan oleh kegagalan teknologi, misalnya tegangan listrik yang tidak stabil, meledaknya gardu listrik, meledaknya tabung elpiji, atau putusnya kabel listrik tegangan tinggi.@kadin.indonesia.official@ideassociation@asosiasipengusaharitel@hipmijaya18@fullgospelbusinessmenUntuk informasi lebih jelas dapat menghubungi kami di :W.A :  081284643316website : www.arifedisonlawyer.idemail : info@arifedisonlawyer.id#konsultasihukum #lawyer #pengusaha #pengusahamuda #pengusahaonline #pengusahamuslim #pengusahasukses #pengusahaindonesia #pengusahamudaindonesia #franchise #waralaba #franchisor #bisnis #entrepreneur #generasimilenial #ukm #indonesia #bisnis #elektronik #uuite #barang #pelakuusaha #transaksi #bencanaalam #korban #pemerintah #tanggungjawab85w",2019-08-09T04:32:56.000Z
644,arifedisonlawyer.id,"Kewenangan direksi untuk mewakili Perseroan bersifat tidak terbatas dan tidak bersyarat, kecuali ditentukan lain dalam UUPT, anggaran dasar atau keputusan Rapat Umum Pemegang Saham (RUPS). Dalam hal anggota direksi terdiri lebih dari 1 orang, yang berwenang mewakili Perseroan adalah setiap anggota direksi, kecuali ditentukan lain dalam anggaran dasar.Maksud dari pengecualian ini adalah agar anggaran dasar dapat menentukan bahwa Perseroan dapat diwakili oleh anggota direksi tertentu sebagaimana diatur dalam Pasal 98 UUPT.Menurut Pasal 99 UUPT, kewenangan direksi dalam mewakili Perseroan bukan berarti tidak ada pembatasan. Namun, dalam hal tertentu direksi tidak berwenang mewakili Perseroan apabila:1. Dalam hal terjadi perkara di pengadilan antara Perseroan dengan anggota direksi yang bersangkutan; atau2. Anggota direksi yang bersangkutan mempunyai benturan kepentingan dengan Perseroan.Jika terjadi kondisi seperti demikian, maka Perseroan dapat diwakili oleh:1. Anggota direksi lainnya yang tidak mempunyai benturan kepentingan dengan Perseroan;2. Dewan komisaris dalam hal seluruh anggota direksi mempunyai benturan kepentingan dengan Perseroan; atau3. Pihak lain yang ditunjuk oleh RUPS dalam hal seluruh anggota direksi atau dewan komisaris mempunyai benturan kepentingan dengan Perseroan.@kadin.indonesia.official@ideassociation@asosiasipengusaharitel@hipmijaya18@fullgospelbusinessmenUntuk informasi lebih jelas dapat menghubungi kami di :W.A :  081284643316website : www.arifedisonlawyer.idemail : info@arifedisonlawyer.id#konsultasihukum #lawyer #pengusaha #pengusahamuda #pengusahaonline #pengusahamuslim #pengusahasukses #pengusahaindonesia #pengusahamudaindonesia #franchise #waralaba #franchisor #bisnis #entrepreneur #generasimilenial #ukm #indonesia #bisnis #elektronik #uuite #barang #pelakuusaha #pengusaha #direktur #komisaris #transaksi #direksi85w",2019-08-08T02:53:09.000Z
